OOX   XO  XX XO ,0
XOOOX OOXX OXX X,0
 XXO  X OOXX OXO,0
OOXO  O XOX OXXX,1
O  XXXXOOX OXOOX,0
OXXOXOXOX  OX OX,0
XXXXOOX XO XOOOO,1
OXXXOOOOXXOXXXOO,1
OOXO OX OXXO XXX,0
OXXXXXOXOOXOOX O,0
XXOXOOOOOXOXXXOX,1
 OOOXXOXOOXXXOX ,1
  XO X OX OOXX  ,0
XOOXO XXOX O XXO,0
XOXOXXXOOOOOOXXX,1
XOOXXOXXXXOXOOOO,1
O  X O X   XO  X,0
O XOOOOO  XXXXX ,1
 OXOOXO  XO XXX ,0
OXOO XXXXXXOOOXO,0
OX XXOO XOO XX  ,0
OOXXOO XXOXOOXXX,0
OXOOOXXXXXOX XOO,0
OOXOO XOXOXOXXXX,0
XXXXO X OOOXOXOO,1
  OXOXXXOX OOXOX,0
XO  XOO X X X  O,0
XO XO X O XXOX O,0
 XO OX  XO XX O ,0
XOOXOXOXXOX OXOX,0
XX OXXOOXOXOOOX ,1
X  XXXOOOXXOOX O,0
X OXOXOXOXOX  OX,0
XX OXOXXXOO X OO,0
XO  XOXXOOOXXXOO,1
XXOOXOX OXOXXO O,1
XOOOOXXOXOXXXXOO,1
X   XX  X   OOOO,1
X OX XX XOO X OO,0
X X  XXOXOO X OO,0
XXXXXOOOOOX XO O,1
XXXO  O OO     X,1
XX O OO XOOXOX X,1
XOOOOXOXOXXXOOXX,1
X O XOOOX OXXXXO,0
XOXOXXOO XOXXOXO,0
X XOX OXOXOXOOXO,1
 OO XX XXOOOOX X,1
XOXOXOXXOOXXXOOO,1
XXX OXOXO XXOOOO,1
 OOXOOXOXXXXOOXX,0
XOOXOXOOX XOXOX ,1
XXX O OOXO XO   ,1
O  XXXXXO OXOOXO,0
XXXOOOXXOOXO OXX,0
OOOOOXXXXOOOXXXX,1
OXOX X   XOOOOXX,1
   X OX OOXXO  X,0
XX OOXX OOOOOXXX,1
XOOOXXXOOX OX  X,0
XOXXXO    XOOOOX,1
  XO X   XXXOOOO,1
XOXO XXOXOOXOXO ,1
OXOOXXOXXOXOOXXO,1
OOOOXXOXOXXXXOXO,1
XXO OXXXOXOOOXOX,0
XX  OXOOOXX X O ,0
OXXXOOXOOOOXXXXO,1
 XOXXOOOXXOOOXXX,0
XOX OXXO OOXOXOX,1
   XOOOOXOX  XX ,1
  XXX  O  O OO X,1
XOOOOXXOOOXXXOXX,1
XXXOOOXXOXXXOOOO,1
 XOXXOOXXXOXOOOX,0
XX XOOXOOXO OXX ,0
XXO XOOOOXX XXOO,1
OOXOXXXXXOO XOOX,0
O XXOOOOXX  XXO ,1
OXXOOXXX OXXOXOO,0
 OXXO  X XXXOOOO,1
X  OX O  OXOOXX ,1
  X   XXOOXO OOX,1
OXXXOOXOOX O X X,0
XOXOOXOX XOOOXXX,0
 OOXXOOXXOX XXO ,0
XXOOOOXOXXXOOXOX,1
XXOOXXOOXXOOOOXX,1
OX   XOXXOOOX X ,0
XOX OOOOXXX  XO ,1
X O OXOOXOXXOOXX,1
OXOOOOXXXOOX  XX,1
OX  XOXXOOOOXXOX,1
 OXO XX XO  XO  ,0
OXX XOXXOOXXOOOX,0
OO XXOOXOX X OXX,0
X OOXOOXXXXXOOXO,0
XOXOXXXOOOOOXOXX,1
XOXXXO OXOXOXXOO,0
XOOXXOOXXO XOXOX,0
XXXOO OXOOOXOX X,1
  XO OXXOOOOX XX,1
OOOXXXXXOO XXOXO,0
XXXOXOX OOXOOXOX,0
OOOOXOOX XXX XOX,1
XOOXXXOOXOXXOOOX,1
   OOOOXXXO X  X,1
 O X  X   X  OXO,0
 OX O X   X OX  ,0
  OXOXOXXXX OXOO,0
OOOOOXXOO  XXXXX,1
XXOO O  O  XOXX ,1
OX X XOOOOO XX X,1
X XXXOX  O OOOOX,1
 XX  OX OXOO X  ,0
   X OX  X OOX  ,0
XOXXOXOOXXOO XXO,0
XXOXO OXOOXXXXOO,0
X XOO XOXXOX XOO,0
XXXXXOXOOXOOOOXO,1
OOOXOX XXXXXOXOO,0
OOOXXOXX XOXXXOO,0
OX   X OOOO XXX ,1
XOXXXXOOOOXXOXOO,1
XXOOXXXOXOXOOOOX,1
OOOOXOOXXXXOXXXO,1
OXXXOXOXOOXOXOOX,1
XOOOXXXOOOXXXX O,0
XOOXXOXOOOOXXXXO,1
XXOOXXOOXOXOXO X,0
XXOOXOOXXOO XXOX,0
OOOXXXXXXOXXOOOO,1
 X OOOOXX XO  X ,1
OO OXOOOXXX XXOX,1
OXOXXXXOOX  XO O,0
XXXOO OXOOX OOXX,1
OOOXOXXXXOX XOOX,0
X XXX OOOOXOOOXX,1
OXXXX OOX OXOOOX,1
OX OXXXXOO XXOOO,1
OXOXXX OOXOOXXOX,0
 XXO XXOOOO  XOX,1
 O X XOXOOOXOXXX,0
X OOOOXX X OOX X,1
XOXOXX  OOOOOXXX,1
OOOOXXOXXOXOXOXX,1
OOXOXOOXXOXXXOXO,1
XOX XXXOOOX  XOO,0
XOOOO  OXXX X OX,1
XXOXOOXOOOOXOXXX,1
  X  OX  XO  X O,0
 OOXO X XX OX OX,0
 XXOXXXOO OOOOXX,1
XXXO XXO  O OOXO,1
XOOOXOXXOXOXXOXO,1
XX XX OOOOOOXXOX,1
OOXXO XOXOXOXXOX,0
XXOXOXXOXOOXOXOO,1
OOOXXOXOX XOXXOX,0
XXXO OXOOOX XXO ,0
OXOXOO XXOOXXXXO,0
XOOOO OXXXXO XXO,1
XOO X X X OOX   ,0
XOX OOOOXX OXXOX,1
XO  X   X  OX  O,0
O  XXOOOXOX OXX ,1
OXOOXOXXOOOXXXXO,1
OOOOXXXOXXXOOXXO,1
OOXXOOXOOXOXXXX ,0
  OXOOOXXX XO X ,0
OXXOXOXOO XOX X ,0
XXOXOXOXXOO XOOX,0
XXXOOOXXXXOOOOOX,1
 X X   OOXOXOOX ,1
 XOO XXXXOOXOOX ,0
OXXOOOXOXOOXXXXO,1
OXOX OXOXOXXOXXO,0
XOOXXOXX OXOOOXX,0
XOXXXOOXOXOXXOOO,1
 OXOXX OXOXOX OX,0
XXOXO OXOXXOXOXO,0
OXOO X OXXOXOOXX,1
XO OX OXOOXXOOXX,1
XXXXOOXXOOOXXOOO,1
OXX XO OXXXOOXO ,0
 XXXOXOO OXXOXOO,1
XX OOXXXOXOOOO X,1
XXXOOOOXXXOOOXXO,1
XOX XOOOOOXX OXX,1
   X  XOOXO X XO,0
OOOOXXOXXXOXOXOX,1
 X XO  X O XO OX,0
 XO OXOOXXOXOX X,0
O   X XXOOOOXOXX,1
XOOOO  OXXX  OXX,1
OO XOXXOXOX  OXX,0
OO XXOXO  XXXOOX,0
X OOOO OXOXX  XX,1
OXOOXXX OOXOXXOX,0
OXXXOXOOOOXXOXXO,1
X XOOOXO XXOXXO ,0
XOXXOOXXXOOOOXOX,1
  XX XOOOOXO X  ,1
OXXOOXXXXXOOOOXO,1
OXXOOXOXOOXOOXXX,1
OXOXOX OOXXX  XO,0
OXOXOXXXOOXX XOO,0
OXO X  OXXOOOXXX,0
OXX OX XOOOOXXOX,1
OXO  OOXOXOOXXXX,1
XO XXOOX XXOOX O,0
X XOXOOOOOOXXX X,1
XOXOXOOXOX OX XO,1
OOXXOXXXOOOOOXXX,1
OXXOXO  XX OXO  ,0
OOOOXXXOXXXXOXOO,1
 XOOXOOXXXOXOXOX,0
 X OOXXXOOX OXOX,0
XXXXXOXOOOXXOOOO,1
XXXO XO OOXXXOOO,1
X XOOXXXOXOXOOXO,0
XOXOXXXXXOXOOOOO,1
XOOXXOX XOXOOOXX,0
OXX  XXOXOOXXO O,0
O  XXOOXXX XOOOX,0
X OX OOXOX XXOOX,0
OOXOXXXXX OOOO X,1
XXOXOXOOXOO XXXO,0
O X XXOO OXXOX O,1
XOXOOOXXOXOXXX O,0
O OXOXOXXXXXOXOO,0
XXOX OXX XOOOX O,0
XOOOOX XX O    X,1
OOOOXXXXXXXOOXOO,1
OXXOOXOOOOXXXXXO,1
OOOXX XXXXOXOOXO,0
OOOOXXX XOOXO XX,1
OOO XXOOX OXXOXX,1
XOO XXX OXOOXOX ,0
OXXOXOO XO  OX X,1
 OOXXXXXOXO XO O,0
XXOX XOOXOXOXOOX,0
XXOOOXX OOXXOXOX,0
OOOXOXXXXXOXOX O,0
OOOOXXOXXOXOXXOX,1
 OOXOOOXXXOXOXXX,0
XOOOOXXXX X OOXO,1
OOOXXOXO XOXXOXX,0
X XOXXXOOOO XOXO,1
  X X XXOOOOXOOX,1
XXXOXOXOOX OOXOX,0
XO  XXOO OX OXOX,1
XX X  OXOO XO XO,0
XOXOOXXXOOXOXOOX,1
OXXXXOXOXOOXOOOX,1
XO OXXOXOO OXX  ,1
XX OOXXOXX XOOOO,1
XO XOOOXXOXOXXXO,0
XXXOOOOOX OXO XX,1
XOO XXO XX O X O,0
XOXOOXO XXOOXXXO,0
X OOXOX O XOXO X,1
X  OXX OXOXOXXOO,0
XOXXXOXO XOOOXXO,0
OOXOXXXOOXXOOX X,0
OXXXXXOOOX OXOOX,0
OOOOXOX XXXO OXX,1
OX  XOO XX  XOOX,0
 XO XXOXXX OOOO ,1
O XOOOOOX XXXXOX,1
OOOOXXXXXOOXXOXO,1
XOO XXXO OX  X O,0
X XXOOOXXX XOOOO,1
XOOXOOOOXXXOXOXX,1
XXOOOOX  OX X OX,1
XXXOXOOXXO OOOX ,1
XXXXOXOOOXOOOOXX,1
XOXOOOOXXOX  OXX,1
XOOX  OX  XO XXO,0
OO XX XXXXXOOOOO,1
XXOXOOXXOXO OXOX,0
X XOOOOOXOOX XXX,1
XOOXOOX XXOXXOOX,0
XOOOOXXX XXO OOX,1
X OXX XO XO OXO ,0
XOXXXOXXOOOOXOOX,1
OOOX XXXXOOOXOXX,0
   O XO XOXXO   ,1
O XOX XOXOXO  X ,0
  OX XXXXOO X OO,0
XXOOXXOXOOXOXOXO,1
XXOXXOXOXOOOOOXX,1
O XXXXO XOOOOOXX,1
 XXX OXOOXXOOOX ,0
OXOXOOXOXOO X XX,1
XXOXOOXXO X O XO,0
OXXXOOXXOXX XOOO,0
XOXOOX XXXOOXXOO,0
  X OOOO XX X OX,1
XOX X XO OXO XO ,0
OOOXOOXXXXOXXXO ,0
  OXXXOXOOXXO OX,0
 XOXXXOOXX OXO O,0
 O XO  X O X  X ,0
X XOXXOOOOOX OXX,1
XXOOOOOOXXXXOOXX,1
XXXXOX OOO OXOOX,1
  XO X  XXOO XO ,0
X OOOO XX OO XXX,1
 OOXOXXOXOO XXX ,0
OO XOXXOXXXXOOXO,0
 OXO OXX  X O X ,0
OXOOOX XXOOXXXXO,0
OXOOXOOXXXXOOX X,0
OXXOXOXXOOOXXOX ,0
OOXXXOOXXXX OOXO,0
O  XO X O X OX X,0
XXOXXOOOX OXOO X,1
OOOOXXX  XXX OO ,1
 X  OX  X O XO  ,0
XOXOXO OXOOXXOXX,0
XXOOXOXOOXXOOOXX,1
XOXXX OOOOXOO XX,1
 XOXX XXOOOXXOOO,1
XXOXXOXOXOOXOXOO,1
XXOOXXOOXXOOOOXX,1
XXXOXOOXOXOXOOXO,1
OX OX XOXXOXOOXO,1
XXOXXO OXOXOXO  ,0
OXXXOXOOOOOXXXXO,1
XXOOXX OOOO X  X,1
OXXOXOOXXXOXOOOX,1
 OOX XX OOXX XO ,0
X   X  OXXO  XOO,0
XOOXXOOOOXXOOXXX,1
XO X XOXXOOX OOX,0
XOXXXOOOXX OX  O,0
OOXX OXXXOOX XOO,1
XXOXOOXXXOOXXOOO,1
 OXOXOXXOXXXXOOO,0
    XXXXOO O OOX,1
X OOXOOXXOXXOOX ,1
OXXOXOXXOOXXXOOO,1
 OXOX XO  XOOXX ,0
XO OXXXXOOXOOXOX,0
OXXOXOOOOXXXXXOO,1
OXXX XOXOOXXOOXO,0
OOXOX XO OXXOX X,0
XXXOXOOXOXO XOO ,1
 OOXO OXX XX O X,0
 XXXOXX  O XOOOO,1
XO XOOXO  X OX X,0
XXOOXXXOOXOXOOXO,1
OXXXXOO XXOOOXOX,0
OXXXOOXXOXOXXO O,0
OXXXOXXXOXOOOOXO,1
OOXXOOOOXXXOXXXO,1
OOXXXOOXXXOOOXXO,1
 X  OX X XOO XO ,0
OOXXXOOOXXXXOOOX,1
XXOOOOXXXXOXOXOO,1
OXO XO OXO XXX  ,0
 XXXOX OXX  OOOO,1
X OOOOXOXX   X  ,1
OOXXOXXOO XXXOXO,0
OXXOXOXO XXOXOXO,0
OX XXOXXOOO XXOO,1
XOXOOOOX XXOXOX ,1
OXOOXOOXX   XXXO,0
 OXOOOX XOX  X X,0
XXOOXX XXOXOXOOO,0
OX XO  XO X  OX ,0
XXOOOXXXOXX OXOO,0
XOXXOXO X XXOOOO,1
XOXXXXOXOOOX OOX,0
OXOXOXXXOOOOXOXX,1
O OXO  X  XX  XO,0
XOOOOXXXXOX OXO ,1
XOXO OXXXXOOXOXO,0
OXXXXXX OOXOOXOO,0
OOXX XOXXOOOXXOX,0
XXXXOOOOXOXOXOXO,1
XXOO O XOXO  XXO,1
  OX   X   X OXO,0
OXOOXXX X XOOOOX,1
XXXXOOXOO XXOOOX,0
OOXO OOXXO XXX  ,1
 XOXXOOOXOOXOX X,1
OOOOXXXOXOOOXXXX,1
XXO  XX XOOXXOOO,0
XXOX  XO OOXOOX ,1
XOOOXXOOXXX OOXX,0
OXOOXXX XXOOOXOX,0
OOX XXXOXOOXOOX ,1
XXOOXXXOOXXXOOOO,1
O  XX OXOOXOXOXX,0
O X   XOXX OOX  ,0
OXX OXO OXOXX   ,0
XXXO  X  XOOOOOX,1
  XXX X   OOOOXO,1
OXOOXXXOX OXXXOO,0
XXOOOX  XX   XOO,0
XXOXOOOOXOXXXOOX,1
 X O XO  XXXOOXO,0
OXOXOOXXXXOXOXO ,0
OOXOXXOOXXX OXOX,0
OOOOXXOXXXOXXOXO,1
  OX OXOXOXX  XO,0
XOOX  OX  OXOX X,0
 OOXOXOO XOXX  X,1
O XO X  X OOX  X,0
OXOOXOXXOXXOOOXX,1
XOXOOOXXXOXOXOOX,1
OOOX  XXO XOXXXO,0
XXXOOOO X OX  OX,1
XXXOXOXO OXXOXOO,0
X OO  O OOXX  XX,1
O XOXXO XO XOX O,1
OOXX OXXOOOXOXXX,0
O XXXOOOOOXOXXX ,1
XXOOOOXXOXOXXOXO,1
 X XXOOXOOXOXXO ,0
OOOXXXOOXXXOXOXO,1
OXXXXXXOXOXOOOOO,1
OOXXXXXOXOOXX OO,0
OXOOXXXX XXOOOO ,1
 OXOXOXOO X  XX ,0
XOO XXOOXO XXOX ,0
OOXXOOXOXXOXOOXX,1
OXXOOOOXOOOXXXXX,1
XXOOO OXXOXXO   ,1
X  XOOXX XOOOXOX,0
OXX  XX OXOOOXOX,0
OXXXX XOXOOOXXOO,0
O XOOXXXX OXXOO ,0
XOOXXOOXX XOXOOX,0
X OXXOXOXOXXXOOO,0
OOXXOXX XOOOXXOX,0
XOXXOOXOXOXOXOOX,1
XOX X   XOXOXOO ,0
OXOX OOOOXXXX XO,1
 X O XXXOXOOOXXO,0
  XXO XO OXO XOX,0
XOOOOX XOX OXOXX,1
XXOXOOXXXOOOOXXO,1
XOOXOXX  OXOOX X,0
OXO XO XXOXXXO O,0
OX  O X XXOOOOXX,1
XXOOXOXXOOXOXXOO,1
 O XXOXX XOOOXXO,0
OOOOOX   XXO XXX,1
OXOXOXOOXO XXXOX,0
XOXXXOOOOOXXOOXX,1
 OXOXX  X  OXO  ,0
OOOXXXOXOXX  OX ,0
XOXOX XOXO OX   ,0
X XOOXXOXOOOXXXO,0
 XOX O XOO X OXX,0
XOOOO     X XX  ,1
OOOXXOOXXXXOXX O,0
XXOXOOXOXOXXXOOO,1
XO  OXXOXXOOOOXX,1
OXXXOOXXOX OOXXO,0
O  OOOO XXO XXXX,1
XXOOXOOOOXXOXOXX,1
OXXXXX OOX XOOOO,1
X XO  OXOO XXOXO,1
OOXXXOOOXXOXXOXO,1
X  O OOXOX X  OX,1
XXOXOOOXOXOOXOXX,1
OOOO  XXX X  X O,1
X X XOO XX  OXOO,0
XOOOXO XXOO XX X,0
 XX  OOOO OXXOXX,1
   X OX OXXOXXOO,0
XOXXXOOOXXOXOOOX,1
XXOO XXXOXOXOOXO,0
XXX XOOOXX  OXOO,0
XXX O X  OXO XOO,0
OX XXOOOOXO  X X,1
OXOX XOO XXX XOO,0
 OOOOOXX  XXXOX ,1
OOOXOXOXOXOOXXXX,1
XXXXOOOXXOXXOOOO,1
 X XOOOXOX X OX ,0
XOXOXXOOXOOXXOX ,0
XOOOOXXOOXOXOXXX,1
 OXOOXOXXOX X XO,0
OXO OXOOXXXX  XO,0
 OOOO XOXXOOXXXX,1
XOXXOXX XOXOOOXO,0
  OXOX XOOXO  XX,0
XXOOOOOXXXOXXXOO,1
XO XOXOXXOOXXOOX,0
 XXOX XOOOO    X,1
XX OX   XO OXOOX,0
XXOO X OXO OXXOX,0
OOOO XXXOXXXO   ,1
X XXX O OOOXX OO,1
X OOXOXOXXXOOXXO,0
 OOXOOOXXXXX  OX,0
XOXOXOOXX XOXOOX,0
XOX XOOXXXOOXOOX,0
XOOXO OOX XOXXXO,1
XXOX XO OOXXXOOO,1
XOXOXXOXOXOOOOXX,1
X OXOX  XXOOOO X,1
OXOXOOOXXXOXXXOO,1
OXOXXOOOXXXXX OO,0
O XX  XO OX XXOO,0
OXXOOOOXXOXXXOOX,1
   XXOXXOXOOOX  ,0
X OOXX O XOXOX  ,0
XOO XXOXXOOXXOXO,0
OOXX OOOXXOX OXX,1
OO XOXXOXXOOXOXX,0
XXOOXOOXXXO OOX ,1
OXXXXOXOXOXOOOOX,1
 OXOOOXXXOOXOXXX,0
XXXXOXOXXOOOOOXO,1
XXOOOXO  XXOXXO ,0
XXOX OOOOXXXO OX,1
 XOOOXXOOOXOXXXX,0
OOXXXXOOXOXXXOO ,0
OX OXOXXXXOOOXOX,0
 XOOOOXXOXO XXXO,1
OXXOXOO XOXOOXX ,1
OOX OOXX OXXXXO ,0
XXOOX XXOOOOXXO ,1
XOOX X  XXX OOOO,1
O XOOOOX   X X X,1
XXOXXOOOOXO    X,1
O XX OXO OXXXOOX,0
XXO OXOXOX OXOX ,0
OXOXOOOOXXXOOXXX,1
OXOOXOXXOXOOXOXX,1
 X  XO XXOOOOX  ,1
XX O XO OOOXXX O,1
 XO OOXOXOOOXXXX,1
 XX OOOOX   XOX ,1
XXOXOX OOXO OXX ,0
OOXXOOXOXOXOXXX ,0
XXOOXXOOOXX   XO,0
 OOOOOXX XXO XX ,1
OXOOOXXOOOXXX XX,0
XOOXXOXXOXXXOOOO,1
XOOXX XOXOXOXOOX,0
XX OOXXOOXXOXXOO,0
OX XX X OXOOXOXO,0
XXXOOXOXOXOOOOXX,1
X XOOOO  OXX  X ,1
O OXOXXOXOXXXOXO,0
XXOO XX X OOXXOO,0
XXO XXOXOXX OOOO,1
XXX O  OX O OOX ,1
XOOXOXOXXXOOXOOX,1
XXOOOOX X   XOOX,1
OOXX OXXXOXXOXOO,0
O  X X X XOOOO X,1
XXXOOXXOOXXOOOOX,1
 XOO XXXXOOOX OX,0
OOX OXOOXXXO  XX,0
XOOOOOXXXXOOXXXO,1
OXOXXXXOXOXOXO O,0
OXXOXOOOXXO XOXX,0
XOXXOOXXXXOOOOXO,1
OO XOOOXXXX XO X,0
XX  OOOOX XO XOX,1
 XXOOXO OOXXXOOX,1
X O XXX OX OXOO ,0
OOOO     X XXOXX,1
X XX OX OOOO   X,1
OOOOOOXXOXXOXXXX,1
O XXO XO XOOXOXX,0
OX XXXO XO OX O ,0
XOX OOXOXOOX  X ,1
XXOXXOOXOOOOOXXX,1
OXXXOOXXXOXOXOOO,1
XO OXXOXXOO OXOX,1
 XO  XO OXOO XXX,0
 XOXOXXOX OXOOXO,1
 OXOXXOXOXOXOXOX,0
 XXOOOX XOOXXXOO,1
XOOOXXXOO XXOXXO,0
OOOXXOOXOX X X X,0
OXXOXOX OXXOOXOX,0
XXOXOXOOXXOXOOOX,1
OOXO  XX XXOXOXO,0
O  XOX XOOXXOXOX,0
O XX OXXXOXOOOOX,1
OXXXXXO  OOOOXOX,1
X XXOO OXOO    X,1
OO XXOXOXXXXXOOO,0
XOOXOXXOOOXXXXO ,0
OOX OXXXOOXX X O,0
 XOOOOX   O XXX ,1
XOO O OOOX XXX X,1
 OXXXOXXOXXOOXOO,0
 XX X  X    OOOO,1
OX O XOX XXOXOOX,0
XX XOXO XOOOOXXO,1
OXXXXXOOOOO  OXX,1
XXXO OXO XO XO  ,0
XX O OOXOXXX OO ,1
OXOXOOOX XXOXXOX,0
 XX OOXOXOOXXXOO,1
XOXX OOOXOO OXXX,1
  OX OOXOXXOXX  ,0
OXXXOOXOOXOXOOXX,1
XOOOXXXOXOOOOXXX,1
OXXXOOXXXOOOOXOX,1
 X   XX OXXOOXOO,0
XOOOXXOXOOXOXXXO,1
OOXOXXOXOXOX XOX,0
 XOXOXO XO OXOXX,0
OOXO XOOXOOXXXXX,0
OXOX XX OOOOXXXO,1
XXOXOXOXOOOOXOXX,1
  X  X O XO  X O,0
XXXOXXOOXXXOOOOO,1
O XX  OX OOXX OX,0
   XOOOX OX XXXO,0
XX XXXOOOXOOX  O,0
XOXOOXOXOOOXXXXO,1
X  OXXOXOO      ,1
XX  XXO OXOOOXOX,0
OOX XXO OXXOXOX ,0
O XX XOXXOOOXO X,0
OOOOXXXOOOXOXXXX,1
 XO XXOXOXOXOX O,0
XOXO XOOOXXXOXXO,0
O XOXX OOX X XO ,0
XOOOXX OX  OXOXX,0
XOOOOOXXXOOXOXXX,1
XXXOXOXOOOXX XOO,0
OOOOXOOXXOXXXXOX,1
OO X   X  XXOXO ,0
 XXOOOOO OXXXXOX,1
OOOXOOOOXXXXXXXO,1
OOOOXX X X  OOXX,1
OXX OOX  XOXOX  ,0
 XXOOOOXXO XX O ,1
OOX  XO  XOXXOX ,0
XXOXXOOOXXXOOOOX,1
OXOXXOXXOXXOOOOX,1
XO OXXOOOO XXOXX,1
O XOOOXXO OXX XX,0
 XXX OXXOOOXOOX ,0
XXO XOXOXXOOOXXO,0
OXOOXXO XXXOOXOX,0
XOXXXXOXOOOO  OX,1
XOOOXXXXO OXXOOX,0
XX OXXXOOOOOXO X,1
XX XOOOXXOXOXOO ,1
OXOXX OXOXOXOXXO,0
OXOOXXXXOOOOXXOX,1
O XXOOXX OXX OOX,0
 XO OX XOXOOXXOX,0
XOOXXXOXXOOXOXOO,1
X XXOXOXOXOXOXOO,0
X OOXXXXOOXOXXOO,0
OO XXOXOXOXOOXXX,0
  XOXX O X OX  O,0
OX OXXXOXXOOXOXO,0
OOXOX XXX XXOOOO,1
XOXXOOXXOXOOOX X,0
OXOOXO XXOXXO OX,1
XXXOOOXOOXOXXX O,0
OO XXOXXOOXXXXOO,0
O OXX XOXOX   XO,0
XOOOOOOOXXXXOXXX,1
OXXOXOOXXOXXOOXO,1
OXXOX XXO XO XOO,0
XOO XX XOXOOX XO,0
  X OX O X  X O ,0
O XO  X  XO  X  ,0
 XOXXOOO OOXOXXX,1
   XOOOX  XX  OX,0
OXXOX  OXO  XXO ,0
OOXO OOXX XX XO ,1
O XOXXXXXOXOXOOO,0
XOXOXXXXOXOOOOOX,1
 OXXOOOO XOOXXXX,1
 XXOO X XOX OOX ,0
 XOXOOXXOXOXXXOO,0
O XXOXOX OXOO XX,0
OOXXXOOOOXXXXOXO,1
OXOOXXOXOXXXXOO ,0
XOXOXOOXOXOXOXXO,1
  OXOOXOX XXOXOX,0
X   XOO XO  X OX,0
XX  OO  XOXOXOOX,1
 XOOOX OX OOXXXX,0
O XXOOOO XXOXOXX,1
XXXOOOXXXXOOOOOX,1
X OXXX  OOOO X  ,1
OXX XOXOO XOO XX,0
XO O XXOOOOXX X ,1
X XXOX  OXOO XO ,0
OXXOOOOXX XXXO O,1
 OXOOX XOOOOXXXX,1
 X O XXX OXOOOX ,0
OOXOXOXXXXX XOOO,0
OXOOOOXOOXOXXXXX,1
 XXOOX OXXOOOX X,0
OOXXXXOOOOXXXOXO,1
   X O XOOXO XX ,0
 XOOOO OXXXOXXXO,1
OXO XOXXX OXXO O,0
XXXOXOOOOXOXOXOX,1
 XXOOXOOOXXXXOOX,0
X OOOO XXX   X O,1
  XXOXX O XOOOOX,1
XXXXOXXOOOOOXXOO,1
OXXOXXXOOOXOXOOX,1
XOXOXOOOXO XXXXO,0
XO  XXOOXXOXXO O,0
OX OX O XXXOO X ,0
OOXXXOOXXXXXOOOO,1
XXOXXOOOOXOXOXXO,1
XOOOOXXX  XOOXOX,1
X OX  XOOX   X O,0
O   XXXOOOOXX OX,1
OXOOOXXXXOXOO XX,0
XXOX O XXOOOOXXO,1
XXOXOXXXOOOOXXOO,1
OOO XXOOOXXXXX O,1
OXOX  OXOOXOXX X,0
OXXOOOOOXXXOXXOX,1
 XXX  OOOO     X,1
OXXXXOOX OXOO X ,0
OXXOOOXOX XX O X,0
OO XOXOXXXXOXOXO,0
 X O XOOX OXOOXX,1
   XXOOXOXXO X O,0
X X  OOXOXOX XOO,1
OXX OXOOXOXXOOX ,1
 OXX  XO XXOOOOX,1
XOOX  OXX OXOXXO,0
 XXOXOOXOX OXXOO,1
OOOOXXXO XX XOOX,1
XOOXXOOXXXOXOX O,0
XOXXXOOOX X XOO ,0
OXOOOXOOXX XOXXX,0
XXO XOOXOXOOOX X,1
  OX OXXOXOOXOXX,0
XOXOOOOXXXOOXOXX,1
OOXXOXO XXOXOXOX,0
OXXXO XOXOXOOOXX,0
 XOXOXOOOX  XXOX,0
OXOXXOOX XXXOXOO,0
XOOXXXXXOXOXOOOO,1
OXOXX X  OX OX O,0
XOOXOXXOX O XOX ,0
XOXOXOOXOXO  XOX,1
OOXXXOOXOXOOXXOX,1
XXOXOXOOOXOXX OX,0
OXOXX  OXOX XOXO,0
XXO OXXOOOXOXXOX,0
XXXOOXXXOX  OOOO,1
XXXOOOXOOOXOX XX,0
 OOX  X  OXX  OX,0
XXOOXXOOXOXOOXOX,1
 OXOOXO XOXXO X ,1
XOXXOOOXXOXXXOOO,1
XOOOXOOOXXXXOX X,0
OXXOXXOXXOOOOXOX,1
OOOOXOXOXXOXXXOX,1
  XXX OOOOXOOXX ,1
OXX X OOXO  OXXO,1
XOOOOX XXO XOXOX,1
OXXOXOXXOO XXOOX,0
XOOX XXOXOXOXOOX,0
 XXOXXOOXOXOOX O,1
 XOOXXOO OX O XX,1
XOXXXOXXO XOOXOO,0
XOOOOXXXXOXOXOOX,1
XOOXXOXOOX X XO ,0
OOOO XOXXX   X  ,1
  X OXX  XOOOXXO,0
 XOXOOOOO XXXXOX,1
XOXXOX XOOXXOXOO,0
XXX OXOXOX  XOOO,0
XOX XXO OOOOOXXX,1
XXXOOXOXXXOXOOOO,1
XO OXOXOXXXXOOOX,0
 OXX XO XX OOOOX,1
XXOOOOXOOXOXOXXX,1
 OOOOOXXX OXXXOX,1
 XOOXX  X OOX XO,0
XX OOOO  OXOXX X,1
 O XOXXOOX XX  O,0
   X   XXX  OOOO,1
  XOOXXXOXO OX  ,0
XOXXOOXXOOXXXOOO,1
XXXXOOOXOOXOXOOX,1
OOOXXXOX XOO OXX,1
XXOXOO XOOXX O X,0
  OXOX X  OXOXXO,0
OX X  OX OXO  X ,0
OOOO O X XXXXO X,1
X OOOOXOOXX  X X,1
XXXOOOOOOXXXXXOO,1
XXOOOOX OXOX   X,1
 X OOXOX O  OXX ,1
  XOXXOXX OOXXOO,0
 OOOOXXXOXXOXO X,1
X  OXXXOXOOXOOOX,1
OXOOX XOXXXOOXXO,0
 OXOXXOO XOOX XX,0
XOXXXXXOOOOOXXOO,1
XXOXXXOOOOOXXOXO,1
