OX X  XXXXOOXOOO,0
OXOOXOX O XXOXXO,1
 XXOXXXOOOO XOXO,1
XX X XXO OOOOX O,1
 O OX O XOXXO X ,1
X   OOOOX OOXXXX,1
 XX XOOOOOX   X ,1
OX   XO XXO XOXO,0
OOX OXXXX  OX  O,0
XXOXXXOXXOOOOXOO,1
OXOXXOXX OXOXOXO,0
XOXXOXOOOXXXOO X,0
XOOXOXOXOOXOX XX,0
O  OXXOXXXXXOOOO,1
OOXXOOXOXOXXX OX,0
OO XXOXOOOOXXX X,1
OXO XXXOO XO XOX,0
XXOXOXOOXXXXOOOO,1
XOXXXOXOX OOXO  ,0
XOO XXXOXXOOOXOX,0
X OXX XOXOXO XOO,0
O XX  OXOOXXXOOX,0
OXXOOOXXXXXOOOOX,1
OX XOX  XO  X O ,0
XXXXOOOOXXOXXOOO,1
 X OXO XXO  X  O,0
XXOOOXO XXOOOXXX,0
OOOOXXXXXXOXOOXO,1
X XXX   OXXOOOOO,1
OX OXOX X  OXX O,0
OOXOOXXXOO XXXOX,0
O OOOOX  X XXOXX,1
OOXOOXXOOXXXOXX ,0
O OXXXXXO  XOOOX,0
XXOXXOXOOXOXX OO,0
 XXO OXO OXX  XO,0
XXXO XOX   XOOOO,1
XOXXOXOXOOOOOXXX,1
 OOXX XOXXXOXO O,0
XX XXOXX OOXOOOO,1
 OXXO XXOOX OXXO,0
XXOX OXOXXOOXXOO,0
XXOXOOOOO XXX OX,1
OOXOOXOXOO XX XX,1
 OXXXOX  XOOX  O,0
OOOXX OOXXO XXOX,1
 X X OXX O XOOOX,0
OXOX OOXOXXXOXOX,0
XOOXOOXOXXX XOXO,0
 XOXXOOOXOXXOO X,1
OOOXXOXXO XOXXOX,0
 OOXXXXOOOO XXOX,1
XOXOXOXOXOOOOXXX,1
XOOXXXOXOOOX XOX,0
OOOOXXXOXOXXXOOX,1
XOXOXXOXOOXXOOOX,1
X OOOOXO  X OXXX,1
O OOXOXXO  XX OX,1
 O XXXOXOOXXXOOO,1
OXOOOOX  XXXO  X,1
 OXOXOXOXOX  XOX,0
OOXXXXOOOOXXOXOX,1
XX O  XX OOXOXOO,1
 OOXOXOOXOX XOXX,1
X XXXOOO XOXOO  ,1
XOOXOXX XOXXOXOO,0
 OXOXOX  OXX OX ,0
XXXOX OOXO OOXOX,1
XXOX OOOOXOOX XX,1
XXOXXOXXOOOOXOXO,1
OOOOXOO XXXXOXX ,1
 X OOX XOX OXXO ,0
OXXOXOXOXOOXXOX ,0
XOX OXO  XXO X O,0
OXOO XX OOXO XXX,0
OOXOXOXXXO XOXOX,0
XXOOXOXOXX OXOXO,0
XXOOOXOXOXXXOX O,0
X X XOOOOXO   X ,1
XXXOOOOXOXXOXOXO,1
O   XXXO OOXOXXO,1
  OX  X XX O XOO,0
XXOOXXOXXOXOXOO ,0
O  XOXXXO XO  XO,0
XOXX  XO XX OOOO,1
XXOOXXXOXOOXOXOO,1
XXOOXXO OOOXXX O,1
 OXOOXOXOX XXXO ,0
OOOOO  OX XXX XX,1
XOXO X  OXX X OO,0
XOOOOXOXXOXOXXOX,1
OOOXOOXXXXX OOXX,0
X XXXXOOOOXOOOX ,1
XX O XX OXOOOO X,1
XXX OOOOXO X  OX,1
O X OXOX X OXOX ,0
O OXOXOXOXOXXXOX,0
OXXX XXXOOOOXO O,1
XXXOXXOOOXXOOOX ,0
XOXO OX X X OXO ,0
OOXX OOXXOXX XO ,0
XOXXXOXOXXXOOOOO,1
OOOOXX XXOXXOOX ,1
XOOXOOX OXXXXXOO,0
OOOX  X  XOX X  ,0
XOXOXOXOO XXXOXO,0
XOOOXOXXXXOXO XO,0
OXXOOXOXOOXOXOXX,1
 O X OXO XOOX XX,0
 XXXXOOO XOXOOXO,1
OOO  XOOXOXXXX  ,1
 X O XO XOX O   ,1
XOOXO  XO OXOXXX,0
OOXOXXOXXXOOOX X,0
 OX X X  OOOO XX,1
XOOXOXOOOXXOOXXX,1
O  X   XOXX OX O,0
OXXX OOXXOXXOOOX,0
OXXOXOOXOXOXOXOX,1
 XO XOOOO XXXO X,1
  XXOOXOOXXO OXX,0
X XXXOOOXO OXO X,0
  OXOOXX OX XOX ,0
 OOOOOOXX XXOXXX,1
XXXXXOXO O OOOOX,1
XXOXXOOOXXXOOOOX,1
XOXXXOXOXOO OO X,1
OXOXX XO OXXOO X,0
 X  OXO XOOXXXO ,0
 OX  OXXXXOOOO X,1
 XOOXXXXXOXOOOO ,1
XOOOX O XXXXOO X,0
OXOX X   X  XO O,0
XOOXXOXOX OOXOXX,0
OO X X XOO XOXX ,0
OOOOXOOXXXOXXXOX,1
OOXXXOOOX XOXO X,1
OXX  OOOOXXX    ,1
XX  X  OX OOOOX ,1
 XX OOOX XOXX OO,1
O X XXOOOX XOXOX,0
XX X XXOOOOXXOOO,1
 X XXX O  O OOOX,1
O  XOOXX X XX OO,0
 XX OX OXOX XO O,0
OXOOXOXXOXOOXXOX,1
XXXXXOXOOOOOOOXX,1
 X XOX  X OOXOXO,0
X OO O XOX XOOXX,1
 XXX O OXOO OX  ,1
X OXOXXOXOXXOOXO,0
XXOXXXOXOOO  XOO,1
OXOOXXXOOOOXXXOX,1
  OX   XO  X O X,0
OXOXXXOXXOOOXX O,0
XXXOX  OOOOOXXOX,1
OXOOOXOO XXXXXOX,0
 X  OXX  OX OOX ,0
XOOXOXOXXOXOXOOX,1
XOXOOXXX X OOXO ,0
 XXXOOOXO X OXOX,0
OOOXXXXXX XOOOO ,1
XOOXOOXXX OXXOOX,0
   O  O OO XX XX,1
 XXO  XX OOX OXO,0
X OOXXXOOOO  XX ,1
XXOXXOOXXOOOOXOX,1
 OOXOXOOXX O XX ,1
 OOXO XXXXOOXX O,0
O OXX OOOOXXOXXX,1
O OXO OXX XXOXXO,0
XOOOOOXOXXOOXXXX,1
OOXOXOXOXXOXXXO ,0
XOOOXOXXOXXXXOOO,1
 XXOOXOXOOXXO OX,1
XXOXX XOOXO  XOO,0
 XO X  OXO  XXO ,0
XOOX O X X X OOX,0
XOXOOXX OXOX XO ,0
 X O XXOXOO XXO ,0
XOXXXOOOXOOXXX O,0
  XX O XXOOXOXOO,1
XOXOXOXOOOXOXX X,0
XOXOXOXXOOOOXXOX,1
OXOXXXXXOOXOOOOX,1
XX  OXOOOXXOXOX ,0
 OXXO XXOXXOOOOX,1
XOOOXXOOXXOOXXX ,0
XOXOXOOOXXXXO OX,0
XOOOOX OX  X  X ,1
OOOOXXOXXOXOXOXX,1
XXX O O XXOOOOX ,1
  XXOO X OXO X  ,0
OXO XXX OXOOX XO,0
O XXXXOOOXXOXOXO,0
 OXOOOO  XX XXOX,1
O X XXX O XXOOOO,1
OXOOXXXOXOX XOOX,0
 XOX OXXOXX OOXO,0
 OX OXOXXXXO OXO,0
OX OOXXO  XOXOXX,0
XOXOO X XX OX O ,0
OXX XXXOO XOOXO ,0
XOOXOXXOXXOXX OO,0
 OX OOXOXOOXOXXX,1
XOXXOXOOOOOXXXOX,1
 O XOOX OXOXXOXX,0
OX OX  XXO  X  O,0
 XOOOXX OXXOX   ,0
OOOOXOXXOXXOXXXO,1
   XX XX OXOOOO ,1
OOOX X XXO XXOOX,0
  XXO  X OXOOX  ,0
XXXOOXXOOXXOOOOX,1
XOXOOXXXXXOXOOOO,1
 O XOO X XXO OXX,0
OO XXOX OOXXX XO,0
  XO  O XO XOOXX,1
O XX  XO OXXOX O,0
 OXOXXOOXOXXXOXO,0
OOX OXOOXXXXOXOX,0
XXOOOOXOOX OXX X,1
  XXOXOOXX OXXOO,0
 XOO XXOOXX X  O,0
OOXX OXX XO OXOX,0
OXOO OOXOO XXXXX,1
X XXXOOXXXO OOOO,1
 XOXOO X OOOX XX,1
XOXXOXOOOXOOX XX,0
OX XOXX XOXOX OO,0
XXOOOX XOXXOOOXX,0
OX XOX OXOO XXOX,0
XOOOOXOXOOXOXXXX,1
 OOX OOXXXXXOX O,0
OXOXXOOXXOOX XOX,0
OOXOXXOXXXXXOOOO,1
XOOOOO XX  X   X,1
XOXXXXOOOOXO O X,1
XOOXOXOOXXOOXOXX,1
 XOX OOX  X  X O,0
OXXXOOOXXOOXXXOO,1
 XX OOX XXOOX O ,0
O XOOOOOXXXXX XO,1
 OXOX X  X  XOO ,0
X XOOOO X  X  XO,1
XXXO OO XXOXOOXO,1
X XO XO OOX  X O,1
OXOOXXOXXOOOXX X,0
XXOXXXOOOOOXOXOX,1
XOO XXOOOX  XXXO,0
XX OOOO  X X  XO,1
O OX OX XOX   X ,0
XXXOOOXOX XOXOXO,0
OOXXX OXOOXXXXOO,0
XXOOOOXXOOXXOXOX,1
OXXXXO XOOXOXXOO,0
XOO XXOOOXOXX  X,0
  XO XO  XO OX X,0
O XO XOOXOX XOXX,0
XOX XXOOOOOXO XX,1
 XOXXOOOOXX  XO ,1
OOOXOX XOX X OXX,0
OOXXO XXXOXXOXOO,0
OOOOXXOOXXOXXXXO,1
XXXOXOOOXOXXOOOX,1
OXX  X  X XOOOO ,1
OXOOXXXOOOOXXXXO,1
OX O XOXXO  XXO ,0
XOXOXX  OXXO OXO,0
 XO XXOO X  XO  ,0
XOXOXOOOOXXO XX ,1
XXOXOOOO XX XOOX,1
OX XXXXO XXOOOOO,1
  X O XO XXO OX ,0
XXXOOOOXOXOXOOXX,1
X XXX OXXOOOOXOO,1
 XOOOOOXXOOXXXX ,1
OOXXOOXXXOX OXOX,0
XXO OOOOO XXXXXO,1
OXOXXOXXOOOOOXXX,1
XXOOXXOOXOXXOXOO,1
OXXOOOXX XOXOOXX,0
XXXXOXOXXOOOOXOO,1
OO XOXXOOX XOX X,0
 O X O XX XO OX ,0
XX XXOOOOXXOOO X,1
XXXX XOOXOXOO OO,1
XXXOXXOOXXXOOOOO,1
OOX  X XXXXOXOOO,0
O  X XXXOOOX XOO,1
XOOX OX XXXOOOOX,1
   OXXO OO X X  ,1
OOOOOXXXXXXXOOXO,1
XOOXXXXXO OXOOOX,0
 OXOOX  XX XXO O,0
 OOOOXXX X X OXO,1
XOXOOXXOOOOXXXXO,1
OXOXX XOOOOXXX O,1
XOX XO OXOOXX OX,0
OOOXXOX XOXXOXOX,0
OXOOXXOXOXX OX  ,0
OOOXXOX OXO X XX,0
XOOOXOOXXOXOOXXX,1
XOXX XOOXOXOXOXO,0
OOOXOXOOOOXXXXXX,1
O X OXO  X  XXO ,0
XOXOOXX XOXOOXOX,0
XOOOO XXXOXOX OX,1
OOXXOOXOXXOXOXX ,0
X XXO  OXOO OXOX,1
 XXO OXXO OX OX ,0
X XOOOOXXXOOXX O,1
 O XXXOXOXXXOOOO,1
O OXXO XO OXXOXX,0
XXXOXXOOXO OO XO,1
 XXX O O OO O XX,1
OOXX XO  XOOXXOX,0
X OXOOXXXOXOXOXO,0
  XOOOXX O XX XO,0
XOX XXX OOO  XOO,1
XOX  XOOOOOXXXOX,1
OXX O X O XO  X ,0
O X O X OOX  X X,0
XOOOOXOXOXXOXOXX,1
XOOOXOXOO  XXXXO,1
OOXO XXXOXXOXOOX,0
X X XOXOOOO X OX,1
OXXXOXXOXOXXOOOO,1
OOOX OOXXXOOXX X,1
OXOOXXXOOOXX OXX,0
OXXOOOXX X  X O ,0
XO XXOOOXXXO  XO,0
XXOOOXOOXXXO XOX,0
XOXOOXX OXOXXXOO,0
XXOO OOXOOO XXXX,1
OXXOOXOXOX XXOXO,0
 XOXXOXOXOOOXOXX,0
XOX OOXXO  XOOXX,0
OO X XX XO OX OX,0
OXOXOX OOXXXXOOX,0
 OXXOOXOXXO X OX,0
XOOOOO XOXXXO XX,1
 XOO OOOOX X XXX,1
OX  XOXOXOO XXOX,0
XXXOOOOOOOXXXX  ,1
OXOOOOXXXXXOOOXX,1
XXOOXXXOOOXOXOOX,1
OXXOXOXXXOOOOOXX,1
   OOOOX X  OXXX,1
 XXX  XOX XOOOOO,1
XXXOOXOOXOXXOXOO,1
XOXOOOXOXXOX XOX,0
  XOOOOXX XOOXX ,1
OOOOXXXXOXXXXOOO,1
XX XXOO X O XOO ,0
 OXOXXOOXOXXO XO,1
OXXO XXOX XXOOOO,1
OOOOXOXXXXXOXOOX,1
OXO XXO XO  X   ,0
X OOXXXOOOXOXXXO,0
OXOOXOXXOXXOX  O,1
OOXXOXOXXXXXOOOO,1
XXXOOXOOOOOXXOXX,1
XOOXXOXOOOOXOXXX,1
OXXXOXOXOOOXXXOO,1
X XXOXOXXXOOOOO ,1
X  OXOOXXX OXO  ,0
OOXO OXOOOXXXXXX,0
  X  OX  X OXO  ,0
OOXX OXOXXOXXOOX,0
OXXOO XX OX OOXX,0
XOX OOXOXXXOOOXX,0
XOXXOXOOOXXO OXX,0
O OX   X  XXOX O,0
XXXOO OX OO OXX ,1
OXXOXXOOOOXXXOOX,1
OO X X OOOO XXXX,1
XXOXOOXOXOXXXOOO,1
X OOXXOXXXOXOXOO,0
  X OOXXO  XOXOX,0
 O X  OXOXX  XO ,0
XXOOXXXXOOOOXOOX,1
OOOXXOXO OXXX X ,0
OOXXXX OX O X  O,0
OOOXXXOOOXOXXOXX,1
XXXOOOXXXOOX OXO,0
OX XOXXXOOXOXOO ,1
   XXOOOO XXOX  ,1
XOOOOXXOXXXOXXOO,1
OO X OXX XOX O X,0
XOOOOOOX  XXXOXX,1
OOXO XXX O XOXOX,0
X XX XOOOXO OX  ,0
OXXOXXOXOOXXXOOO,1
XOX XOXX OOOOOXX,1
O  XOXXXX OOOOX ,1
XOXOXXO OOXX OXO,1
OXOXXXOOXOXXOOXO,1
XO  OOOXX OOX XX,1
XOO XXOOXOXOXXXO,0
XXOOOOXXXXXOXOOO,1
OXOOOXO XXXXOXOX,0
OOX  OXO XOXXOXX,0
 O XOXXOXXXO XOO,0
O XX OX OXXXOOOX,0
XXOXXXOXOOOOOXXO,1
XOOOOXXXXOXXO  O,1
OOOXOXXOXXXXO OX,0
X XOXXOO OOOOXXX,1
XOXXOOOXXOXOX XO,0
 O XXXXXOO XOOXO,0
XOXOOOOXXXOXXOOX,1
OXXOOXXOXOXXX OO,0
OX  OOXXXOOOX  X,1
OOOOO  X X XXXXO,1
 O XXXX    XOOOO,1
XOOXOOXOXOOX XX ,1
XXOXOOOOOOXOXXXX,1
OXOXOXXOOXXO OXX,0
   OXOOOOXOXXX X,1
OOXXXXXOXOOOO  X,1
